Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
VILLAYÓN,ASTURIAS (PRINCIPADO DE),ASTURIAS,Villayón,VILLAYÓN,"CL LA PLAZA, Nº 14",33717,985625088,ZONA ESPECIAL VILLAYÓN,ÁREA I: JARRIO,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
PONTICIELLA,ASTURIAS (PRINCIPADO DE),ASTURIAS,Villayón,PONTICIELLA,CTRA. PONTICIELLA S/N,33718,985625088,ZONA ESPECIAL VILLAYÓN,ÁREA I: JARRIO,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
VEGA DE PAS,CANTABRIA,CANTABRIA,Vega de Pas,VEGA DE PAS,Bº VEGA DE PAS,39685,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SOTO IRUZ,CANTABRIA,CANTABRIA,Santiurde de Toranzo,IRUZ,"BARRIO LA PLAZA, S/N",39697,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ONTANEDA,CANTABRIA,CANTABRIA,Corvera de Toranzo,ONTANEDA,AVDA. DIEGO MANTECA,39680,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
CORVERA DE TORANZO,CANTABRIA,CANTABRIA,Corvera de Toranzo,CORVERA DE TORANZO,"C/ CORVERA DE TORANZO, S/N",39697,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LUENA,CANTABRIA,CANTABRIA,Luena,LUENA,"Bº LOS PANDOS, S/N",39687,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SANTIURDE DE TORANZO,CANTABRIA,CANTABRIA,Santiurde de Toranzo,SANTIURDE DE TORANZO,"Bº LA PORTILLA, S/N",39698,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SAN PEDRO DEL ROMERAL,CANTABRIA,CANTABRIA,San Pedro del Romeral,SAN PEDRO DEL ROMERAL,"BARRIO LA PLAZA, S/N",39686,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ENTRAMBASMESTAS,CANTABRIA,CANTABRIA,Luena,ENTRAMBASMESTAS,PLAZA AYUNTAMIENTO,39682,942594500,ALTO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ASTILLERO,CANTABRIA,CANTABRIA,"Astillero, El",EL ASTILLERO,"AVDA. CHICLANA, Nº 19",39610,942558001,ASTILLERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
LA CONCHA,CANTABRIA,CANTABRIA,Villaescusa,LA CONCHA,Bº LAS CUEVAS S/N,39690,942558001,ASTILLERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
OBREGÓN,CANTABRIA,CANTABRIA,Villaescusa,OBREGÓN,"Bº EL CARMEN, S/N",39690,942558001,ASTILLERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LIAÑO,CANTABRIA,CANTABRIA,Villaescusa,LIAÑO,"Bº LIAÑO, S/N",39692,942558001,ASTILLERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PUENTE ARCE,CANTABRIA,CANTABRIA,Piélagos,PUENTE ARCE,"C/ PUENTE ARCE, S/N",39478,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
BOO DE PIÉLAGOS,CANTABRIA,CANTABRIA,Piélagos,BOO DE PIÉLAGOS,C/ BOO DE PIÉLAGOS,39478,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PARBAYÓN,CANTABRIA,CANTABRIA,Piélagos,PARBAYÓN,"Bª LA CALLE, S/N",39612,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ZURITA,CANTABRIA,CANTABRIA,Piélagos,ZURITA,"Bª EL BARDAL, S/N",39479,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
VARGAS,CANTABRIA,CANTABRIA,Puente Viesgo,VARGAS,"Bº EL PUENTE, S/N",39679,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PUENTE VIESGO,CANTABRIA,CANTABRIA,Puente Viesgo,PUENTE VIESGO,"BARRIO PUENTE VIESGO, S/N",39670,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
BAJO PAS,CANTABRIA,CANTABRIA,Piélagos,RENEDO PIÉLAGOS,"Bº SORRIBERO BAJO, S/N",39470,942570987,BAJO PAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
BEZANA,CANTABRIA,CANTABRIA,Santa Cruz de Bezana,SANTA CRUZ DE BEZANA,"AV MENENDEZ PELAYO, Nº 11",39100,942580493,BEZANA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CAMARGO COSTA,CANTABRIA,CANTABRIA,Camargo,MALIAÑO,"C/ JULIO DE PABLO, S/N",39600,942262281,CAMARGO COSTA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CAMARGO INTERIOR,CANTABRIA,CANTABRIA,Camargo,MURIEDAS,"AV BILBAO, S/N",39600,942250494,CAMARGO INTERIOR,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CASTILLA - HERMIDA,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ CASTILLA, S/N",39009,942229695,CASTILLA - HERMIDA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CAZOÑA,CANTABRIA,CANTABRIA,Santander,SANTANDER,"AVDA. L. TORRES QUEVEDO, S/N",39011,942346194,CAZOÑA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CENTRO,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ ISABEL II, Nº 17",39002,942218161,CENTRO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CUDEYO,CANTABRIA,CANTABRIA,Medio Cudeyo,SOLARES,"AVDA. CALVO SOTELO, Nº 15",39710,942520737,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
MARINA DE CUDEYO,CANTABRIA,CANTABRIA,Marina de Cudeyo,RUBAYO,"CTRA. GENERAL - RUBAYO, S/N",39719,942506262,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ENTRAMBASAGUAS,CANTABRIA,CANTABRIA,Entrambasaguas,ENTRAMBASAGUAS,"BARRIO ENTRAMBASAGUAS, S/N",39715,942520737,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
RIBAMONTÁN AL MONTE,CANTABRIA,CANTABRIA,Ribamontán al Monte,HOZ DE ANERO,BARRIO RIBAMONTÁN AL MONTE,39794,942520737,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
VILLAVERDE DE PONTONES,CANTABRIA,CANTABRIA,Ribamontán al Monte,VILLAVERDE DE PONTONES,C/ VILLAVERDE DE PONTONES,39793,942506262,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SOMO,CANTABRIA,CANTABRIA,Ribamontán al Mar,SOMO,"C/ LAS QUEBRANTAS, Nº 1",39140,942510236,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
GALIZANO,CANTABRIA,CANTABRIA,Ribamontán al Mar,GALIZANO,C/ GALIZANO,39160,942506262,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
RIBAMONTÁN AL MAR,CANTABRIA,CANTABRIA,Ribamontán al Mar,SUESA,BARRIO RIBAMONTÁN AL MAR,39150,942506262,CUDEYO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
DAVILA,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ GRAL. DAVILA, Nº 71",39006,942218854,DAVILA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
EL ALISAL,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ LOS CIRUELOS, Nº 52",39011,942355902,EL ALISAL,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
MONTE,CANTABRIA,CANTABRIA,Santander,MONTE SANTANDER,"Bº BOLADO, Nº 122",39012,942340915,MARUCA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LOS CASTROS,CANTABRIA,CANTABRIA,Santander,SANTANDER,"AV LOS CASTROS, Nº 155",39012,942370505,MARUCA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
MIRONES,CANTABRIA,CANTABRIA,Miera,MIRONES,C/ MIRONES,39723,942528556,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
RIOTUERTO,CANTABRIA,CANTABRIA,Riotuerto,LA CAVADA,"BARRIO RIOTUERTO, S/N",39720,942528556,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PÁMANES,CANTABRIA,CANTABRIA,Liérganes,PÁMANES,C/ PÁMANES,39718,942528556,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
MIERA,CANTABRIA,CANTABRIA,Liérganes,LIÉRGANES,"C/ CAMINO REAL, S/N",39722,942528556,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
MIERA,CANTABRIA,CANTABRIA,Miera,CÁRCOBA (LA),"BARRIO LA CÁRCOBA, S/N",39723,942528556,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SAN ROQUE DE RIOMIERA,CANTABRIA,CANTABRIA,San Roque de Riomiera,SAN ROQUE DE RIOMIERA,"BARRIO SAN ROQUE DE RIOMIERA, S/N",39728,942539632,MIERA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
MONTAÑA,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ ROSALIA DE CASTRO, S/N",39011,942320165,NUEVA MONTAÑA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
CASTAÑEDA,CANTABRIA,CANTABRIA,Castañeda,CASTAÑEDA,"Bº CASTAÑEDA, S/N",39660,942563255,PISUEÑA - CAYÓN,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PENAGOS,CANTABRIA,CANTABRIA,Penagos,PENAGOS,"Bº PENAGOS, S/N",39627,942563255,PISUEÑA - CAYÓN,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LA PENILLA - CAYÓN,CANTABRIA,CANTABRIA,Santa María de Cayón,LA PENILLA,"Bº LA PENILLA, S/N",39650,942563255,PISUEÑA - CAYÓN,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PISUEÑA - CAYÓN,CANTABRIA,CANTABRIA,Santa María de Cayón,SARON,"Bº EL FERIAL, S/N",39620,942563255,PISUEÑA - CAYÓN,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
ESLES,CANTABRIA,CANTABRIA,Santa María de Cayón,ESLES,"BARRIO ESLES DE CAYÓN, S/N",39694,942563255,PISUEÑA - CAYÓN,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SARO,CANTABRIA,CANTABRIA,Saro,SARO,"Bº SARO, S/N",39639,942590412,PISUEÑA II SELAYA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PISUEÑA - SELAYA,CANTABRIA,CANTABRIA,Selaya,SELAYA,"PLAZA JACOBO ROLDÁN, S/N",39696,942590412,PISUEÑA II SELAYA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
SANTIBAÑEZ DE CARRIEDO,CANTABRIA,CANTABRIA,Villacarriedo,SANTIBAÑEZ,"Bº SANTIBAÑEZ CARRIEDO, S/N",39649,942590412,PISUEÑA II SELAYA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
VILLACARRIEDO,CANTABRIA,CANTABRIA,Villacarriedo,VILLACARRIEDO,"C/ JACOBO ROLDAN, S/N",39696,942590412,PISUEÑA II SELAYA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
VILLAFUFRE,CANTABRIA,CANTABRIA,Villafufre,VILLAFUFRE,"Bº VILLAFUFRE, S/N",39638,942590412,PISUEÑA II SELAYA,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
PUERTO CHICO,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ TETUAN, Nº 59",39004,942270072,PUERTO CHICO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
SARDINERO,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ ALCALDE VEGA LAMERA, Nº 6",39012,942393006,SARDINERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CUETO,CANTABRIA,CANTABRIA,Santander,CUETO,"C/ CAMUS, Nº 6",39012,942393006,SARDINERO,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
VARGAS,CANTABRIA,CANTABRIA,Santander,SANTANDER,"C/ VARGAS, Nº 57",39010,942203461,VARGAS,ÁREA I: SANTANDER,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
TEBONGO (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Cangas del Narcea,TUBONGU,"LUGAR TEBONGO, S/N",33816,985918500,CANGAS DEL NARCEA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
VENTANUEVA (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Cangas del Narcea,LA VENTA,"ALDEA VENTANUEVA,S/N",33811,985911768,CANGAS DEL NARCEA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
ARBÁS (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Cangas del Narcea,CALDEVILLA DE ARBÁS,"ALDEA CALDEVILLA DE ARBÁS, Nº 15",33818,985973146,CANGAS DEL NARCEA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
BESULLO (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Cangas del Narcea,BISUYU,"LUGAR BESULLO, S/N",33815,-,CANGAS DEL NARCEA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
CANGAS DEL NARCEA,ASTURIAS (PRINCIPADO DE),ASTURIAS,Cangas del Narcea,SIENRA,"LUGAR SIENRA, Nº 11",33819,985812955,CANGAS DEL NARCEA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CENTRO SALUD,SI
GERA (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,GERA,"LUGAR GERA, S/N",33875,985901020,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
BÁRCENA DEL MONASTERIO (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,BÁRCENA DEL MONASTERIO,"ALDEA BARCENA DEL MONASTERIO, S/N",33874,985903107,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
TUÑA (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,TUÑA,ALDEA TUÑA,33876,985803800,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
NAVELGAS (CP),ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,NAVELGAS,"AV DE CANDAS, Nº 6",33873,985806219,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
TINEO,ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,TINEO,"C/ JOSE MARÍA VELASCO ÁLVAREZ, Nº 12",33870,985801717,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CENTRO SALUD,SI
SOTO DE LA BARCA,ASTURIAS (PRINCIPADO DE),ASTURIAS,Tineo,SOTO DE LA BARCA,"LUGAR SOTO DE LA BARCA, S/N",33876,-,TINEO,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
POLA DE ALLANDE,ASTURIAS (PRINCIPADO DE),ASTURIAS,Allande,POLA DE ALLANDE,CL DEL RAPIGUEIRO,33880,985807352,ZONA ESPECIAL ALLANDE,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,SI
BERDUCEDO,ASTURIAS (PRINCIPADO DE),ASTURIAS,Allande,BERDUCEDO,LUGAR BERDUCEDO,33887,985903106,ZONA ESPECIAL ALLANDE,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
DEGAÑA,ASTURIAS (PRINCIPADO DE),ASTURIAS,Degaña,DEGAÑA,CR GENERAL,33812,985818802,ZONA ESPECIAL DEGAÑA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
CERREDO,ASTURIAS (PRINCIPADO DE),ASTURIAS,Degaña,ZARREU,"LUGAR CERREDO, S/N",33812,985818421,ZONA ESPECIAL DEGAÑA,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
TORMALEO,ASTURIAS (PRINCIPADO DE),ASTURIAS,Ibias,LUIÑA,"LUGAR LUIÑA, S/N",33812,985903106,ZONA ESPECIAL IBIAS,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
SAN ANTOLÍN DE IBIAS,ASTURIAS (PRINCIPADO DE),ASTURIAS,Ibias,SAN ANTOLÍN,"LUGAR SAN ANTOLÍN, S/N",33810,985816179,ZONA ESPECIAL IBIAS,ÁREA II: CANGAS DEL NARCEA,Pública Directa,SERVICIO DE SALUD DEL PRINCIPADO DE ASTURIAS (SESPA),CONSULTORIO LOCAL,NO
RUESGA MATIENZO,CANTABRIA,CANTABRIA,Ruesga,RUESGA,"Bº RUESGA, S/N",39815,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
RUESGA OGARRIO,CANTABRIA,CANTABRIA,Ruesga,RUESGA,"Bº RUESGA, S/N",39815,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
RAMALES DE LA VICTORIA,CANTABRIA,CANTABRIA,Ramales de la Victoria,RAMALES DE LA VICTORIA,"C/ SALVADOR PEREZ, S/N",39800,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
BUSTABLADO-ARREDONDO,CANTABRIA,CANTABRIA,Arredondo,BUSTABLADO-ARREDONDO,"Bº BUSTABLADO, S/N",39813,942677237,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SOBA LA GÁNDARA,CANTABRIA,CANTABRIA,Soba,SOBA,"BARRIO LA GÁNDARA, S/N",39806,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
SOBA CASATABLAS,CANTABRIA,CANTABRIA,Soba,SOBA,"BARRIO CASATABLAS, S/N",39808,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
ARREDONDO,CANTABRIA,CANTABRIA,Arredondo,ARREDONDO,"Bº ARREDONDO, S/N",39813,942678487,ALTO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
AMPUERO - BAJO ASON,CANTABRIA,CANTABRIA,Ampuero,AMPUERO,"C/ FEDERICO SOMARRIBA, S/N",39840,942634108,BAJO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
RASINES,CANTABRIA,CANTABRIA,Rasines,RASINES,"Bº LA GERRA, S/N",39860,942634108,BAJO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LIMPIAS,CANTABRIA,CANTABRIA,Limpias,LIMPIAS,"C/ EL RIVERO, Nº 24",39820,942634108,BAJO ASON,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
GURIEZO,CANTABRIA,CANTABRIA,Guriezo,GURIEZO,"Bº EL PUENTE, S/N",39788,942868241,CASTRO URDIALES NORTE,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LA BARRERA,CANTABRIA,CANTABRIA,Castro-Urdiales,CASTRO-URDIALES,"CL REPÚBLICA ARGENTINA, Nº 3",39700,942869161,CASTRO URDIALES NORTE,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
COTOLINO,CANTABRIA,CANTABRIA,Castro-Urdiales,CASTRO URDIALES,"CL SAN ANDRÉS, S/N",39700,942869169,CASTRO URDIALES SUR,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
VOTO,CANTABRIA,CANTABRIA,Voto,BADAMES,"PZA. DE LA SALUD, S/N",39764,942674103,COLINDRES,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
LOPEZ ALBO - COLINDRES,CANTABRIA,CANTABRIA,Colindres,COLINDRES,"C/ PINTOR ROSALES, S/N",39750,942652913,COLINDRES,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,SI
CICERO,CANTABRIA,CANTABRIA,Bárcena de Cicero,CICERO,C/ CICERO,39790,942642197,GAMA,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
GAMA,CANTABRIA,CANTABRIA,Bárcena de Cicero,BÁRCENA DE CICERO,"Bº GAMA, Nº 13",39790,942642197,GAMA,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CENTRO SALUD,NO
ARGOÑOS,CANTABRIA,CANTABRIA,Argoños,ARGOÑOS,"BARRIO ARGOÑOS, S/N",39197,942626177,GAMA,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
TRETO,CANTABRIA,CANTABRIA,Bárcena de Cicero,TRETO,C/ TRETO,39760,942642197,GAMA,ÁREA II: LAREDO,Pública Directa,SERVICIO CANTABRO DE SALUD (SC SALUD),CONSULTORIO LOCAL,NO
